user,user_profile,date_review,title,rating,type_visit,num_contributions,review,restaurant,review_cleaned,year,month
Gex_FranceJpp,Gex_FranceJpp,2023-12-03,très bon moment,5.0,couples,185,"menu renaissance offert par notre fils et belle fille, que nous avons adoré, une salle bien disposé, un personnel au top, réactif et très professionnel, un restaurant qu'il faut réserver assez longtemps à l'avance.
une belle et bonne expérience ",Les Terrasses de Lyon,menu renaissance offert fils belle fille avon adoré salle bien disposé personnel top réactif très professionnel restaurant quil faut réserver assez longtemps lavance belle bonne expérience,2023,12
gourmet 73,JLB7374,2023-11-05,Rapport qualité prix déséquilibré ! On paye le cadre.,4.0,couples,8,"Une vue magnifique sur Lyon, une très belle salle avec de l'espace. Le service est de qualité même si une erreur de débutant de se tromper de menu. L'erreur est humaine. Les plats sont de qualité mais on reste un peu sur sa faim...la garniture est très limité, ca mériterait un peu plus. Le prix du café et/ou du plateau de fromages sont démesurés...c'est regrettable et cela ne donne pas envie de recommander ce lieu pourtant très beau. La prise en charge du client au moment du départ est quasi inexistante...mauvais point !  ",Les Terrasses de Lyon,vue magnifique lyon très belle salle lespace service qualité erreur débutant tromper menu lerreur humaine plat qualité reste peu faimla garniture très limité mériterait peu plus prix café etou plateau fromages démesuréscest regrettable cela donne envie recommander lieu pourtant très beau prise charge client moment départ quasi inexistantemauvais point,2023,11
Stéphane P,255smp,2023-09-23,Globalement bien malgré un début en demi teinte,4.0,couples,172,"L’accueil est chaleureux et plutôt soigné 
Menu renaissance à 135 €

On commence l’apéritif avec une coupe de Champagne Cordon Rouge 
Pour moi un verre de vin rouge coteau de Lyonnais … jeune et âpre ! Oups ! Surpris de trouver ce type de vin dans un étoilé ! Espérons que cette fausse note sera gommée avec la suite 
Commençons avec quelques amuse bouche plutôt agréables
Un nouveau vin vient gommer la fausse note du premier: un val de Loire de bonne qualité 
Commençons le repas par la tomate de pleine terre caramélisée 
Alors comment dire … c’est une tomate cœur de bœuf mais sans saveur … avec un assaisonnement insipide  et franchement sans véritable goût 
Deuxième fausse note ! Dommage 
Continuons avec le cannelloni de tourteau et avocat :
Une question me vient à l’esprit … n’y a t’il qu’un seul chef en cuisine ?! Le plat est fin, raffiné, goûteux !! Un vrai délice ! 
On se demande vraiment comment cette tomate insipide est arrivée ici ! 
L’Omble chevalier à l’unilatéral vient nous rappeller que nous sommes dans un restaurant étoilé ! Un vrai régal… la cuisson est parfaite et les déclinaisons de courgettes un vrai délice ! 
Enfin la longe de veau fumée ( nous l’avons préféré au Pigeon ) vient clôturer de manière majestueuse ce repas qui … au delà de la note un peu compliquée de départ … aura finalement tenu ses engagements !
Le Cahors qui accompagne la viande est aussi très agréable, même si pour être honnête les accords avec les vins auraient pu être plus surprenants !
Les pre desserts et desserts étaient à la hauteur 
Ce fut finalement un bon moment !",Les Terrasses de Lyon,laccueil chaleureux plutôt soigné menu renaissance commence lapéritif coupe champagne cordon rouge verre vin rouge coteau lyonnais jeune âpre oups surpris trouver type vin étoilé espérons cette fausse note serum gommée suite commençons quelques amuse bouche plutôt agréables nouveau vin vient gommer fausse note premier val loire bonne qualité commençons repas tomate pleine terre caramélisée alors comment dire cest tomate cœur bœuf sans saveur assaisonnement insipide franchement sans véritable goût deuxième fausse note dommage continuons cannelloni tourteau avocat question vient lesprit til quun seul chef cuisine plat fin raffiné goûteux vrai délice demande vraiment comment cette tomate insipide arrivée ici lomble chevalier lunilatéral vient rappeller somme restaurant étoilé vrai régal cuisson parfaite déclinaisons courgette vrai délice enfin longe veau fumée lavons préféré pigeon vient clôturer manière majestueuse repas delà note peu compliquée départ finalement tenu engagement cahors accompagne viande aussi très agréable être honnête accord vins être plus surprenants pre dessert dessert hauteur finalement bon moment,2023,9
jérôme W,widemannj,2023-08-24,Superbe vue,5.0,family,2028,"Lieu magnifique avec une belle sur Lyon
Accueil chaleureux
Service professionnel mais froid
Belle cuisine bien travaillée savoureuse e tbi en présentée avec quelques pointes d’originalité
Qualité des produits
Carte de vins étoffée
Bon rapport qualité prix",Les Terrasses de Lyon,lieu magnifique belle lyon accueil chaleureux service professionnel froid belle cuisine bien travaillée savoureuse tbi présentée quelques pointes doriginalité qualité produits carte vins étoffée bon rapport qualité prix,2023,8
JG,jennygarnier15,2023-07-11,Qualité prix a revoir,3.0,couples,6,"Très jolie cadre, en revanche service très très long 3h30 (2 entrées/2plats/dessert), cuisson non respectée, et rapport qualité prix pas à la hauteur de mes attentes. ",Les Terrasses de Lyon,très jolie cadre revanche service très très long entréesplatsdessert cuisson non respectée rapport qualité prix hauteur attentes,2023,7
FrenchFoodieAccro,FrenchFoodieAccro,2023-05-13,Ne mérite pas son étoile !,3.0,couples,293,"3ème fois ici. 2 premières top. Mais la 3ème ...

Salle devenue très dense. Trop de tables. Trop proches.
Service sympa, mais nullissime... Commande mal gérée, pas de respect des plats, pas de respect des cuissons... Un autre plat pour se rattrapper mais sans info préalable donc non mangeable par mon épouse ...

Jamais 2 sans 3. Bin erreur ...
Je n'y retournerai plus.",Les Terrasses de Lyon,ème fois ici premières top ème salle devenue très dense trop table trop proches service sympa nullissime commande mal gérée respect plat respect cuissons autre plat rattrapper sans info préalable donc non mangeable épouse jamais sans bin erreur retournerai plus,2023,5
Bubodu75,Bubodu75,2023-05-08,Magnifique établissement,5.0,couples,226,"Bravo à toute l'équipe pour la qualité de cet établissement
L'accueil est cordial et professionnel
Dans l'assiette, c'est excellent et raffinée
Le cadre est un vrai coup de coeur. 
",Les Terrasses de Lyon,bravo toute léquipe qualité cet établissement laccueil cordial professionnel lassiette cest excellent raffinée cadre vrai coup coeur,2023,5
Chris3921,Chris3921,2023-04-14,Un anniversaire de mariage inoubliable,5.0,couples,158,Quelle belle découverte avec ce restaurant avec une vue à couper le souffle. Notre table était pile au centre de la baie vitrée ce qui nous a permis d’admirer Lyon tout le repas. Nous avions un menu Renaissance avec mets et vin compris. Ce menu fut un sans faute tant sur la qualité des plats que sur les vins qui les accompagnaient. Les serveurs savent se faire discret tout en étant présent à la moindre demande. Merci d’avoir accompagné nos 27 ans de mariage.,Les Terrasses de Lyon,quelle belle découverte restaurant vue couper souffle table pile centre baie vitrée permis dadmirer lyon tout repas menu renaissance mets vin compris menu sans faute tant qualité plat vins accompagnaient serveurs savent faire discret tout présent moindre demande merci davoir accompagné mariage,2023,4
Gastrovore,Gastrovore,2023-03-25,"Superbe lieu avec vue incroyable sur Lyon, mais cuisine pas à la hauteur",3.0,couples,17," Le service est très bien, rien à redire, mais la cuisine n'est pas à la hauteur de son étoile. Les plats sont beaux, les intitulés sont alléchants mais l'association des goûts n'est pas maîtrisée : Du trop salé aux ingrédients qui prennent le dessus sur plusieurs plats, on sent la volonté de bien faire et d'innover mais les saveurs ne sont pas justes, c'est dommage ! Attention, il s'agit d'un bon restaurant de standing, mais l'équilibre des goûts (attendu d'un étoilé) manque à l'appel. Pour finir sur une autre note positive, le menu déjeuner est également proposé le Samedi, chose rare pour être soulignée !",Les Terrasses de Lyon,service très bien rien redire cuisine nest hauteur étoile plat beau intitulés alléchants lassociation goûts nest maîtrisée trop salé ingrédients prennent dessus plusieurs plat sent volonté bien faire dinnover saveurs justes cest dommage attention sagit dun bon restaurant standing léquilibre goûts attendu dun étoilé manque lappel finir autre note positive menu déjeuner également proposé samedi chose rare être soulignée,2023,3
mcks,baskhollandais,2023-03-24,"Grande déception, soirée ratée vraiment pas à la hauteur de l'étoile Michelin. N'OFFREZ PAS D'INVITATION CADEAU CHEZ EUX",2.0,couples,29,"Grande déception, soirée ratée vraiment pas à la hauteur de l'étoile Michelin....Notre fils nous avait offert une invitation ""Menu en 4 mouvements""  que nous nous réjouissions d'essayer. En fait dès l'arrivée nous avons eu l'impression d'être des convives de seconde zone avec une table sans vue alors que le restaurant était vide et qu'un des attraits de ce restaurant est la vue sur Lyon. Nous avons pris connaissance du Menu en 4 mouvements ne présentant aucun des plats qui nous avait fait saliver avant de venir ( Saint Jacques, ris de veau....) mais une proposition très classique que nous n'aurions jamais choisie à la carte, choix du vin une serveuse peu dégourdie nous considérant en seconde zone attendait une commande au verre et semble surprise que nous prenions une bouteille même dans leur carte hors de prix, Mises en bouche très très petites et  peu innovantes, suivies de plats tout aussi  peu copieux et insipides, tout dans la présentation et les sauces très peu parfumées, un peu plus travaillés toutefois les pommes de terre accompagnant le flétan (visiblement à peine sorti du congélateur et insuffisamment cuit) et la cuisse en nougat du poulet de Bresse. Dessert original frais et léger comme tous le reste mais un peu plus recherché. 2 mignardises servies avec le café ne présentant pas grand intérêt. Donc rien de bien excitant dans l'assiette. Concernant le service là encore nous sommes en seconde zone, obligés de demander nous mêmes 2 fois du pain et à être resservis en vin ( c'est vrai qu'en 2ième zone on boit au verre!), pourtant beaucoup de serveurs s'activent aux autres tables bien plus souriants et attentionnés qu'avec nous....Donc médiocre sur toute la ligne. Ils ne semblent pas avoir compris que les cadeaux sont des occasions de découverte et de  s'attacher de nouveaux clients. Notre fils nous a offert d'autres invitations dans d'autres étoilés où nous avons été reçus chaleureusement avec des mets exceptionnels  et où nous sommes retournés avec très grand plaisir. SURTOUT N'OFFREZ PAS D'INVITATION CADEAU CHEZ EUX, ILS N 'ONT RIEN COMPRIS",Les Terrasses de Lyon,grande déception soirée ratée vraiment hauteur létoile michelinnotre fils offert invitation menu mouvements réjouissions dessayer fait dès larrivée avon limpression dêtre convives seconde zone table sans vue alors restaurant vide quun attraits restaurant vue lyon avon pris connaissance menu mouvements présentant aucun plat fait saliver avant venir saint jacques veau proposition très classique naurions jamais choisie carte choix vin serveuse peu dégourdie considérant seconde zone attendait commande verre semble surprise prenions bouteille carte hors prix mises bouche très très petite peu innovantes suivies plat tout aussi peu copieux insipides tout présentation sauce très peu parfumées peu plus travaillés toutefois pommes terre accompagnant flétan visiblement peine sorti congélateur insuffisamment cuit cuisse nougat poulet bresse dessert original frais léger comme tous reste peu plus recherché mignardises servies café présentant grand intérêt donc rien bien excitant lassiette concernant service encore somme seconde zone obligés demander mêmes fois pain être resservis vin cest vrai quen ième zone boit verre pourtant beaucoup serveurs sactivent autres table bien plus souriants attentionnés quavec nousdonc médiocre toute ligne semblent avoir compris cadeaux occasion découverte sattacher nouveaux client fils offert dautres invitation dautres étoilés avon reçus chaleureusement mets exceptionnels somme retournés très grand plaisir surtout noffrez dinvitation cadeau chez rien compris,2023,3
Ronald Y,273ronaldy,2023-03-19,Repas en hauteur à Lyon,5.0,friends,67,"Repas au top !
J’ai eu un menu dégustation accord met et thé!
Ce fut surprenant et superbe.
Le chef David Delsart nous avait spécialement préparer de la volaille De bresse en 2 façons!
Les saint Jacques étaient top!
Le service aux petits oignons :)
L’hôtel est magnifique et la vue sur Lyon à coupé le souffle.
Nous reviendrons !",Les Terrasses de Lyon,repas top jai menu dégustation accord met thé surprenant superbe chef david delsart spécialement préparer volaille bresse façons saint jacques top service petits oignons lhôtel magnifique vue lyon coupé souffle reviendrons,2023,3
valsco1,valsco1,2023-03-15,Une étoile au guide Michelin ….,3.0,friends,923,"Nous avions eu la chance de recevoir un bon cadeau à la Villa florentine. Nous nous réjouissions de passer une soirée là-bas.

(Bon cadeau avec menu complet, (renaissance ) une coupe de champagne, cinq verres de vin, forfait, boissons chaudes, boissons froides ) auquel nous avons ajouté une bouteille de champagne, le plateau de fromage dans le but de nous faire vraiment plaisir.

Accueil chaleureux , service rapide, malheureusement au niveau de l’assiette. Quelle déception ..

Sur cuisson des aliments, assiettes froides,sans  relief, aucune identité… très /trop traditionnelle, plateau de fromage sympathique
Heureusement, le cadre rattrape le reste ..

Quel dommage ..

Nous vous laisserons juger du pré dessert, si on peut appeler ça, un pré dessert .. dans un restaurant étoilé.. 
Brunoise de fruits, boule de glace Comme à la maison ..

Bonne continuation à l’équipage nous ne reviendrons pas ..",Les Terrasses de Lyon,chance recevoir bon cadeau villa florentine réjouissions passer soirée làbas bon cadeau menu complet renaissance coupe champagne cinq verres vin forfait boissons chaudes boissons froides auquel avon ajouté bouteille champagne plateau fromage but faire vraiment plaisir accueil chaleureux service rapide malheureusement niveau lassiette quelle déception cuisson aliment assiettes froidessans relief aucune identité très trop traditionnelle plateau fromage sympathique heureusement cadre rattrape reste quel dommage laisserons juger pré dessert peut appeler pré dessert restaurant étoilé brunoise fruit boule glace comme maison bonne continuation léquipage reviendrons,2023,3
Gag27,244ga_llev,2023-02-26,Extra fin,5.0,none,3,"Mets exquis, vue superbe. Pas une miette à laisser dans ce délicieux restaurant très bien placé. Tout est parfaitement soigné.",Les Terrasses de Lyon,mets exquis vue superbe miette laisser délicieux restaurant très bien placé tout parfaitement soigné,2023,2
MIKO,106michelined,2023-02-01,Soirée anniversaire,5.0,none,183,"Excellent repas, d'agréables saveurs, qualité des produits, plats chauds, jolies présentations. Service excellent et un très joli et très bon gâteau d'anniversaire",Les Terrasses de Lyon,excellent repas dagréables saveurs qualité produits plat chauds jolies présentations service excellent très joli très bon gâteau danniversaire,2023,2
jakofute,jakofute,2023-01-20,TRES BON MOMENT,4.0,none,1457,"Vue extraordinaire , personnel très prévenant sans être ""collant"" ( mais les chemises pourraient être repassées ! ) 
Carte variée avec d'excellents produits de saison , fort bien cuisinés . Un seul regret la quenelle aux st Jacques ne vaut pas , à mon goût , celle aux langoustines .
Vins au verre de qualité",Les Terrasses de Lyon,vue extraordinaire personnel très prévenant sans être collant chemise pourraient être repassées carte variée dexcellents produits saison fort bien cuisinés seul regret quenelle jacques vaut goût celle langoustine vins verre qualité,2023,1
eddhoff,eddhoff,2023-01-06,Excellent déjeuner,5.0,family,237,"Bon accueil et surtout le cadre de la verrière est exceptionnel avec une des plus belles sur Lyon, parfois les Alpes si le temps le permet . Déjeuner affaire à un prix très compétitif eu égard à la qualité . Cadre élégant et feutré . La cuisine est aussi élégante, plats bien construits. Mignardises excellentes .",Les Terrasses de Lyon,bon accueil surtout cadre verrière exceptionnel plus belle lyon parfois alpes temp permet déjeuner affaire prix très compétitif égard qualité cadre élégant feutré cuisine aussi élégante plat bien construits mignardises excellentes,2023,1
a.a,nusya2021,2022-11-12,restauration,4.0,couples,69,"Magnifique restaurant avec une vue incroyable, restaurant chic. 
Personnel très agréable du début Jusqu à la fin. 
Ne mérite pas 5 car nous avons attendu 1hoo pour le plat principal c est vraiment dommage. Pour s excuser on nous a proposé gracieuse une boisson mais nous n avons pas accepté car nous avions faim.",Les Terrasses de Lyon,magnifique restaurant vue incroyable restaurant chic personnel très agréable début jusqu fin mérite car avon attendu hoo plat principal vraiment dommage excuser proposé gracieuse boisson avon accepté car faim,2022,11
chantal,Chantalj1974,2022-11-09,Un repas magnifique,5.0,couples,28,"Nourriture très très bonne excellente !!!
Cadre magnifique 
Petit bémol il faisait bcp trop chaud dans la salle",Les Terrasses de Lyon,nourriture très très bonne excellente cadre magnifique petit bémol faisait bcp trop chaud salle,2022,11
mcelle,kciml,2022-11-07,Un vrai bonheur,5.0,couples,22,"Nous avons passé un excellent moment aux terrasses de Lyon. Nous avons été accueillis très aimablement, servis avec beaucoup d'égards. Tous les plats du menu étaient délicieux. 
Nous avons eu la chance de bénéficier d'un très beau temps et par conséquent d'une magnifique vue sur Lyon.
Nous recommandons donc chaleureusement cette adresse.",Les Terrasses de Lyon,avon passé excellent moment terrasses lyon avon accueillis très aimablement servis beaucoup dégards tous plat menu délicieux avon chance bénéficier dun très beau temp conséquent dune magnifique vue lyon recommandons donc chaleureusement cette adresse,2022,11
Marie R,C1898BSmarier,2022-10-23,"Lyon regorge de pépites culinaires, vous en trouverez aisément une autre",2.0,couples,19,"Nous sommes venus avec un bon cadeau. Comme beaucoup de personnes dans cet etablissement. La cuisine est bonne, d un niveau d un étoilé, certes. La note, elle, correspond plutôt a un 2*.
Nous regrettons, sur ce niveau de restauration, une recherche du profit facile supérieure  a l'engagement gastronomique  : l'eau filtrée du robinet a 6e, des vins sur table a 5 * le prix d'achat, une ""erreur"" de facturation de 20e. Cela laisse un goût amer. Vous trouverez aisément un bien meilleur rapport qualité prix",Les Terrasses de Lyon,somme venus bon cadeau comme beaucoup personnes cet etablissement cuisine bonne niveau étoilé certes note correspond plutôt regrettons niveau restauration recherche profit facile supérieure lengagement gastronomique leau filtrée robinet vins table prix dachat erreur facturation cela laisse goût amer trouverez aisément bien meilleur rapport qualité prix,2022,10
Hélène C,844h_l_nec,2022-10-19,Un repas hors du commun aux terrasses de Lyon...,5.0,none,4,"Déjeuné hier au restaurant gastronomique ""Les terrasses de Lyon"", un vrai enchantement pour les papilles et les yeux, un service aux petits soins, je recommande vivement.",Les Terrasses de Lyon,déjeuné hier restaurant gastronomique terrasses lyon vrai enchantement papilles yeux service petits soins recommande vivement,2022,10
Maxime C,203maximec,2022-10-19,Remarquable,5.0,none,3,"Une étoile bien méritée. On peine à comprendre les gens qui se permettent, du haut de leur indolence et de leur incurie culinaire, d'écrire un avis négatif (sans doute feraient-ils mieux d'aller manger dans une chaîne américaine bien connue, probablement plus proche de leurs habitudes alimentaires...) : le cadre est magnifique (salle superbe et vue imprenable sur Lyon), la cuisine délicieuse, avec un équilibre des saveurs toujours parfait, rendu possible par des produits de grande qualité (maigre de corse en ceviche, omble chevalier sauce bergamote et mousseline de panais, paleron de bœuf en deux façons...), et le service est aimable et très compétent (mention spéciale pour le sommelier, qui propose des accords très intéressants, pour le responsable du chariot des fromages, aux très bons choix, et pour l'excellent maître d'hôtel Gautier). Un très beau moment passé dans ce lieu où je reviendrai à coup sûr.",Les Terrasses de Lyon,étoile bien méritée peine comprendre gen permettent haut indolence incurie culinaire décrire avis négatif sans doute feraientils mieux daller manger chaîne américaine bien connue probablement plus proche leurs habitude alimentaires cadre magnifique salle superbe vue imprenable lyon cuisine délicieuse équilibre saveurs toujours parfait rendu possible produits grande qualité maigre corse ceviche omble chevalier sauce bergamote mousseline panais paleron bœuf deux façons service aimable très compétent mention spéciale sommelier propose accord très intéressants responsable chariot fromages très bons choix lexcellent maître dhôtel gautier très beau moment passé lieu reviendrai coup sûr,2022,10
slashinho84,slashinho84,2022-10-18,Perfection,5.0,couples,35,Tout a été parfait. Le repas était excellent et accompagné de très bons vins. L’accueil et le cadre étaient également magnifique. Une soirée inoubliable.,Les Terrasses de Lyon,tout parfait repas excellent accompagné très bons vins laccueil cadre également magnifique soirée inoubliable,2022,10
Philippe,Phi33000,2022-10-16,Ne vaut pas le detour .Bon Gastro mais surement pas un étoilé,2.0,none,17,"Le mariage Foie gras / câpres n'a pas grd intérêt. le poulet était trop sec .
quand au soufflet lui aussi très sec.
l'œuf bio n'est même pas présentable en photo .
Le Cadre et la vue : 17/20 .
Note du restaurant : 11/20 . cela reste un gastro mais surement pas un étoilé.
Gros gros Bémol : Manque de personnel donc service très très très long",Les Terrasses de Lyon,mariage foie gras câpres grd intérêt poulet trop sec quand soufflet aussi très sec lœuf bio nest présentable photo cadre vue note restaurant cela reste gastro surement étoilé gros gros bémol manque personnel donc service très très très long,2022,10
Evelyne B,evelynebP2639AL,2022-09-16,Étoile filante ?,1.0,family,2,"Grande déception pour ce repas qui devait être gastronomique. Rien n’etait à la hauteur, manque de goût et d’originalité . Dessert sans aucune finesse au goût et texture industrielles ….personnel serviable mais non professionnel … ou est l’étoile ?",Les Terrasses de Lyon,grande déception repas devait être gastronomique rien netait hauteur manque goût doriginalité dessert sans aucune finesse goût texture industrielles personnel serviable non professionnel létoile,2022,9
jjmatthey,jjmatthey,2022-09-16,Grande désolation !,1.0,none,3,"Soirée d anniversaire, mets très peu goûteux, assiettes trop copieuses, personnel peu compétent. Manque flagrant de finesse pour les pâtes. Le dessert saint honoré immangeable.
La seule très belle chose du repas qui a été bien maîtrisée fût le filet de bœuf du Simmental (malheureusement personne n a pu nous expliquer le pourquoi du Simmental inscrit sur la carte !). 
L addition n’était pas correcte du premier coup et cette fois trop salée en regard de la prestation fournie. 
Nous déconseillons clairement d aller fêter un anniversaire dans cet établissement .",Les Terrasses de Lyon,soirée anniversaire mets très peu goûteux assiettes trop copieuses personnel peu compétent manque flagrant finesse pâtes dessert saint honoré immangeable seule très belle chose repas bien maîtrisée filet bœuf simmental malheureusement personne expliquer pourquoi simmental inscrit carte addition nétait correcte premier coup cette fois trop salée regard prestation fournie déconseillons clairement aller fêter anniversaire cet établissement,2022,9
Diego l’explorateur,Maps109256,2022-08-14,Rdv raté dans les étoiles,1.0,couples,1061,"Franchement très déçu tant sur le goût que la quantité. Ne parlons de la présentation… A part le service et la vue, rien n’est au rdv. Les assiettes servies sans mettre le produit en valeur et le goût n’est pas là, tous les goûts sont dans la nature mais ni pour moi ni pour ma femme nous n’avons apprécié. Je n’ai pas compris l’étoile. Est ce un jour raté ? Nous n’y avons été qu’un seul soir, mais nous ne retenterons pas.
On notera quand même que le dessert était succulent",Les Terrasses de Lyon,franchement très déçu tant goût quantité parlons présentation part service vue rien nest rdv assiettes servies sans mettre produit valeur goût nest tous goûts nature femme navons apprécié nai compris létoile jour raté avon quun seul soir retenterons notera quand dessert succulent,2022,8
Fannie C,fanochec,2022-08-09,Très belle vue de Lyon,3.0,none,63,Le cadre est magnifique mais malheureusement le personnel trop inexperimenté. Nous avions réservé pour 19h30 et le premier plat est arrivé à 20h30... C'etait un menu à 6 services dont 2 desserts mais nous n'avons eu qu'un dessert. Dommage aussi que le personnel ne connaisse pas Lyon et ne sache pas répondre aux questions des clients sur la vue.,Les Terrasses de Lyon,cadre magnifique malheureusement personnel trop inexperimenté réservé premier plat arrivé cetait menu service dont dessert navons quun dessert dommage aussi personnel connaisse lyon sache répondre question client vue,2022,8
davidtf1,davidtf1,2022-07-24,Y a t il un(e) sommelier (ère)???,2.0,couples,210,"Repas pris le soir. Service très très long. Déjà pour venir nous présenter la carte (20 minutes d’attente). Ensuite aucune explication sur les plats. Le pompon, le manque de conseil pour le vin. En conséquence, j’ai pris un verre de vin blanc pour l’entrée et j’attends toujours mon verre de vin rouge. Une très mauvaise expérience.",Les Terrasses de Lyon,repas pris soir service très très long déjà venir présenter carte minute dattente ensuite aucune explication plat pompon manque conseil vin conséquence jai pris verre vin blanc lentrée jattends toujours verre vin rouge très mauvaise expérience,2022,7
Zozo19,Parisienadoption,2022-07-10,Équipe de salle inexpérimentée,2.0,couples,11,20 minutes ont été nécessaires entre notre assise et que le maître d’hôtel vienne nous apporter les cartes!! Service extrêmement long qui gâche la qualité de la cuisine même si celle-ci reste très simple. D’autres établissements 1 étoile au guide Michelin propose une qualité de service nettement au dessus. Certes avec une vue moins belle.,Les Terrasses de Lyon,minute nécessaires entre assise maître dhôtel vienne apporter carte service extrêmement long gâche qualité cuisine celleci reste très simple dautres établissements étoile guide michelin propose qualité service nettement dessus certes vue moins belle,2022,7
Badoit,badoit42,2022-07-09,"Bonne table, belle vue sur Lyon",4.0,friends,354,"Très bonne table.
Cuisine savoureuse. Beau plateau de fromage. Vins abordables.
On va un peu pinailler : sommelier inexistant, serveur dont la chemise n’était même pas repassée, bref des détails qui ont quand même leur importance.
Très belle vue sur Lyon.",Les Terrasses de Lyon,très bonne table cuisine savoureuse beau plateau fromage vins abordables peu pinailler sommelier inexistant serveur dont chemise nétait repassée bref détails quand importance très belle vue lyon,2022,7
Franck D,DrHLyon,2022-06-25,Beaucoup trop classique !,3.0,couples,137,"Il n’y a pas grand chose à dire, et c’est ça le problème ! La cuisine est très classique, bien  exécutée certes mais sans aucune surprise. 

Et quand je vais dans cette catégorie de restaurant, je veux être surpris, étonné et conquis. Et là… rien. La seule chose spectaculaire c’est la vie sur Lyon. 

Mr David Delsart, osez !!",Les Terrasses de Lyon,grand chose dire cest problème cuisine très classique bien exécutée certes sans aucune surprise quand vais cette catégorie restaurant veux être surpris étonné conquis rien seule chose spectaculaire cest vie lyon david delsart osez,2022,6
thierrypuisieux,thierrypuisieux,2022-06-19,Une merveilleuse soirée maraîchère,5.0,none,17,"Cadre et cuisine de haut niveau, vue magnifique sur Lyon, service à la hauteur d'une grande table Relais & Châteaux. Le menu maraîcher était une merveille de créativité, de saveurs et de dressage. Les mises en bouche, magnifiques de saveurs et de maîtrise technique, donnent le ton. Seul le parti-pris d'un risotto cuit al dente peut surprendre (mais les saveurs sont bien là). Équipe réactive et professionnelle, qui sait rester discrète. Bravo pour ce superbe moment !",Les Terrasses de Lyon,cadre cuisine haut niveau vue magnifique lyon service hauteur dune grande table relais châteaux menu maraîcher merveille créativité saveurs dressage mises bouche magnifiques saveurs maîtrise technique donnent seul partipris dun risotto cuit dente peut surprendre saveurs bien équipe réactive professionnelle sait rester discrète bravo superbe moment,2022,6
Virginie GT,VGT69,2022-06-18,Un déjeuner en amoureux aux terrasses de Lyon,5.0,couples,41,"
C’est vraiment un restaurant dans lequel on se sent bien , le service n’est ni trop ni pas assez, la vue sur Lyon est bien sûr magnifique et les plats sont très bien cuisinés.
C’était un vrai moment de bonheur.
Merci 
",Les Terrasses de Lyon,cest vraiment restaurant lequel sent bien service nest trop assez vue lyon bien sûr magnifique plat très bien cuisinés cétait vrai moment bonheur merci,2022,6
Amina R,336aminar,2022-06-18,Quelle jolie vue,5.0,friends,25,Une petite escapade un midi. La finesse de la cuisine n’a d’égale que l’époustouflante vue. Un plaisir des sens. Nous reviendrons un soir pour profiter de la vue et de la cuisine.,Les Terrasses de Lyon,petite escapade midi finesse cuisine dégale lépoustouflante vue plaisir sen reviendrons soir profiter vue cuisine,2022,6
emilie berth,760emilief,2022-06-01,"très raffiné, vue magique",4.0,none,19,menu 4 plats. Cuisine très raffinée. Assiettes raffinées. Mets colorés et magique en bouche. La vue depuis le restaurant est magique.,Les Terrasses de Lyon,menu plat cuisine très raffinée assiettes raffinées mets colorés magique bouche vue depuis restaurant magique,2022,6
Moustic07,Moustic07,2022-05-28,Dejeuner d'anniversaire,5.0,couples,104,"Nous avons choisi le menu en 5 services. N'aimant pas l'agneau j'ai demandé à modifier et cela a été accepté. Un régal pour les papilles des amuses bouches au mignardises. Le personnel est professionnel et attentionné. 
Quel plaisir de contempler l'une des plus belles vues de Lyon. 
Nous recommandons cette adresse.",Les Terrasses de Lyon,avon choisi menu service naimant lagneau jai demandé modifier cela accepté régal papilles amuses bouches mignardises personnel professionnel attentionné quel plaisir contempler lune plus belle vues lyon recommandons cette adresse,2022,5
Sophie U,sophieu595,2022-05-28,Excellente soirée,5.0,family,15,"Nous avons passé une excellente soirée en famille . Un décor et une vue magnifiques. Un service d’exception. L’équipe fut aux petits soins, en particulier envers les enfants . La cuisine était délicieuse et raffinée. Merci à vous tous . Nous reviendrons sans hésiter ! ",Les Terrasses de Lyon,avon passé excellente soirée famille décor vue magnifiques service dexception léquipe petits soins particulier envers enfants cuisine délicieuse raffinée merci tous reviendrons sans hésiter,2022,5
